Age,BusinessTravel,Department,DistanceFromHome,Education,Gender,JobRole,MaritalStatus,MonthlyIncome,YearsAtCompany,prediction
41,Travel_Rarely,Sales,8,3,Female,Sales Executive,Married,4393,5,0
42,Travel_Rarely,Research & Development,6,3,Male,Research Director,Married,13348,13,0
31,Travel_Rarely,Sales,10,2,Female,Sales Executive,Divorced,6583,5,0
34,Travel_Rarely,Sales,3,1,Female,Sales Executive,Married,8103,4,0
31,Travel_Rarely,Research & Development,4,3,Female,Laboratory Technician,Divorced,3978,2,0
26,Travel_Frequently,Research & Development,6,3,Male,Laboratory Technician,Married,2544,7,0
45,Travel_Frequently,Research & Development,1,4,Male,Healthcare Representative,Single,5399,4,0
33,Travel_Rarely,Sales,10,4,Male,Sales Executive,Single,5487,10,0
28,Travel_Frequently,Sales,1,2,Male,Sales Executive,Married,6834,7,0
29,Travel_Frequently,Sales,24,3,Male,Sales Representative,Single,1091,1,1
39,Non-Travel,Sales,21,4,Female,Sales Executive,Married,5736,3,0
27,Travel_Rarely,Research & Development,2,4,Male,Research Scientist,Married,2226,5,0
34,Travel_Frequently,Research & Development,22,4,Male,Research Scientist,Married,5747,15,0
28,Travel_Rarely,Sales,13,2,Female,Sales Executive,Single,9854,2,1
47,Non-Travel,Research & Development,14,4,Male,Research Scientist,Married,5467,8,0
56,Travel_Rarely,Sales,11,5,Female,Sales Executive,Married,5380,0,0
39,Travel_Rarely,Research & Development,9,2,Male,Manufacturing Director,Married,5151,10,0
38,Travel_Frequently,Research & Development,8,3,Female,Research Scientist,Divorced,2133,20,0
58,Travel_Rarely,Sales,21,3,Female,Manager,Married,17875,1,0
32,Travel_Frequently,Research & Development,5,2,Female,Research Scientist,Single,2432,4,1
38,Travel_Rarely,Research & Development,9,2,Male,Research Scientist,Divorced,4771,5,0
49,Travel_Frequently,Research & Development,2,1,Male,Research Director,Married,19161,5,0
42,Travel_Rarely,Sales,12,4,Male,Sales Executive,Divorced,5087,0,0
27,Travel_Frequently,Human Resources,22,3,Female,Human Resources,Married,2863,1,1
35,Travel_Rarely,Sales,18,4,Male,Sales Executive,Married,5561,5,0
28,Non-Travel,Research & Development,16,3,Male,Research Scientist,Single,2144,5,0
31,Non-Travel,Research & Development,3,2,Male,Research Scientist,Divorced,3065,4,0
36,Non-Travel,Research & Development,9,4,Male,Laboratory Technician,Married,2810,5,0
34,Travel_Rarely,Sales,1,3,Male,Sales Executive,Single,9888,14,0
34,Travel_Rarely,Sales,13,4,Male,Sales Executive,Divorced,8628,8,0
26,Travel_Rarely,Research & Development,1,3,Male,Laboratory Technician,Single,2867,7,0
29,Travel_Rarely,Research & Development,1,3,Male,Healthcare Representative,Married,5373,5,0
32,Non-Travel,Research & Development,15,4,Female,Healthcare Representative,Divorced,6667,5,0
31,Travel_Frequently,Research & Development,1,3,Male,Research Scientist,Married,5003,10,0
28,Travel_Rarely,Research & Development,17,3,Male,Laboratory Technician,Divorced,2367,4,1
38,Travel_Rarely,Sales,1,3,Male,Sales Representative,Single,2858,1,0
35,Travel_Rarely,Sales,7,4,Female,Sales Executive,Married,5204,10,0
27,Travel_Rarely,Sales,9,3,Male,Sales Executive,Single,4105,7,0
32,Travel_Rarely,Research & Development,5,4,Male,Manufacturing Director,Single,9679,1,0
31,Travel_Frequently,Sales,26,4,Male,Sales Executive,Married,5617,10,1
53,Travel_Rarely,Sales,24,4,Male,Sales Executive,Single,10448,2,1
54,Travel_Rarely,Research & Development,9,2,Female,Research Scientist,Married,2897,4,0
33,Travel_Frequently,Research & Development,7,2,Male,Healthcare Representative,Divorced,5968,9,0
43,Travel_Rarely,Research & Development,11,3,Male,Healthcare Representative,Married,7510,10,0
38,Travel_Frequently,Human Resources,1,4,Male,Human Resources,Married,2991,6,0
55,Travel_Rarely,Human Resources,26,4,Male,Manager,Married,19636,10,0
31,Travel_Rarely,Research & Development,2,1,Female,Laboratory Technician,Divorced,1129,1,0
39,Travel_Rarely,Sales,15,4,Male,Sales Executive,Single,13341,20,0
42,Non-Travel,Research & Development,23,2,Male,Research Scientist,Single,4332,20,0
31,Non-Travel,Research & Development,10,3,Female,Research Director,Married,11031,11,0
54,Travel_Rarely,Research & Development,10,3,Female,Manufacturing Director,Single,4440,5,0
24,Travel_Rarely,Research & Development,1,2,Male,Healthcare Representative,Single,4617,4,0
23,Travel_Rarely,Research & Development,12,2,Male,Laboratory Technician,Single,2647,5,0
40,Travel_Frequently,Research & Development,11,3,Female,Laboratory Technician,Married,6323,10,0
40,Travel_Rarely,Sales,2,2,Female,Sales Executive,Married,5677,11,0
25,Travel_Rarely,Human Resources,2,3,Female,Human Resources,Married,2187,2,0
30,Travel_Rarely,Research & Development,1,2,Male,Laboratory Technician,Married,3748,12,0
25,Travel_Rarely,Research & Development,2,1,Male,Laboratory Technician,Divorced,3977,2,0
47,Travel_Rarely,Research & Development,25,3,Male,Healthcare Representative,Single,8633,17,0
33,Non-Travel,Research & Development,1,2,Male,Laboratory Technician,Divorced,2008,1,0
38,Travel_Rarely,Sales,1,4,Male,Sales Executive,Married,4440,15,0
31,Travel_Rarely,Sales,2,2,Male,Sales Representative,Married,3067,2,0
38,Travel_Frequently,Research & Development,6,4,Male,Manufacturing Director,Married,5321,8,0
42,Travel_Rarely,Research & Development,18,4,Male,Research Scientist,Divorced,5410,4,0
41,Travel_Rarely,Research & Development,1,3,Male,Research Scientist,Married,2782,5,0
47,Non-Travel,Research & Development,1,1,Female,Research Director,Married,11957,13,0
35,Travel_Rarely,Research & Development,11,4,Male,Laboratory Technician,Married,2660,2,0
22,Travel_Rarely,Research & Development,1,2,Male,Research Scientist,Single,3375,3,0
35,Travel_Rarely,Research & Development,9,4,Male,Research Scientist,Single,5098,10,0
33,Travel_Rarely,Research & Development,15,2,Female,Healthcare Representative,Married,4878,9,0
32,Travel_Rarely,Research & Development,29,4,Female,Laboratory Technician,Single,2837,6,0
40,Travel_Rarely,Research & Development,1,4,Male,Laboratory Technician,Married,2406,1,0
32,Travel_Rarely,Sales,1,4,Male,Sales Representative,Married,2269,2,0
39,Travel_Rarely,Research & Development,24,1,Male,Research Scientist,Single,4108,7,0
38,Travel_Rarely,Research & Development,10,3,Female,Research Director,Married,13206,18,0
32,Travel_Rarely,Sales,1,4,Female,Sales Executive,Married,10422,14,0
37,Travel_Rarely,Research & Development,10,3,Female,Research Director,Married,13744,16,0
25,Travel_Rarely,Sales,8,2,Female,Sales Executive,Divorced,4907,5,0
52,Non-Travel,Sales,29,4,Male,Sales Representative,Divorced,3482,9,0
44,Travel_Rarely,Research & Development,1,3,Male,Research Scientist,Single,2436,4,0
21,Travel_Rarely,Sales,5,1,Male,Sales Representative,Single,2380,2,0
39,Non-Travel,Research & Development,9,3,Male,Manager,Single,19431,6,0
23,Travel_Frequently,Sales,9,3,Male,Sales Representative,Married,1790,1,1
36,Travel_Rarely,Sales,3,3,Female,Sales Executive,Married,7644,9,0
36,Travel_Frequently,Research & Development,4,2,Female,Manufacturing Director,Divorced,5131,4,0
56,Non-Travel,Research & Development,1,4,Male,Healthcare Representative,Divorced,6306,13,0
29,Travel_Rarely,Research & Development,1,4,Male,Research Scientist,Married,4787,2,1
42,Travel_Rarely,Research & Development,2,3,Male,Manager,Married,18880,22,0
56,Travel_Rarely,Research & Development,7,2,Male,Laboratory Technician,Married,2339,10,1
41,Travel_Rarely,Research & Development,28,4,Female,Manufacturing Director,Married,13570,20,0
34,Travel_Rarely,Sales,28,3,Female,Sales Executive,Married,6712,8,0
36,Non-Travel,Sales,15,4,Male,Sales Executive,Divorced,5406,15,0
41,Travel_Rarely,Sales,3,3,Male,Sales Executive,Divorced,8938,5,0
32,Travel_Rarely,Research & Development,2,3,Male,Research Scientist,Single,2439,4,0
35,Travel_Rarely,Human Resources,26,4,Female,Human Resources,Single,8837,9,0
38,Travel_Rarely,Sales,10,2,Female,Sales Executive,Married,5343,10,0
50,Travel_Frequently,Sales,1,4,Male,Sales Executive,Divorced,6728,6,1
36,Travel_Rarely,Sales,11,4,Female,Sales Executive,Married,6652,6,0
45,Travel_Rarely,Sales,20,3,Female,Sales Executive,Single,4850,5,0
40,Travel_Rarely,Research & Development,2,4,Male,Research Scientist,Single,2809,2,0
35,Travel_Frequently,Research & Development,18,4,Male,Healthcare Representative,Married,5689,10,0
40,Travel_Rarely,Research & Development,2,4,Female,Research Scientist,Married,2001,5,0
35,Travel_Rarely,Research & Development,1,4,Female,Research Scientist,Married,2977,4,0
29,Travel_Rarely,Research & Development,13,2,Male,Laboratory Technician,Married,4025,4,0
29,Travel_Rarely,Research & Development,28,4,Female,Research Scientist,Single,3785,5,0
50,Travel_Rarely,Sales,28,3,Male,Sales Executive,Divorced,10854,3,1
39,Travel_Rarely,Sales,24,1,Female,Sales Executive,Married,12031,20,0
31,Non-Travel,Research & Development,5,3,Male,Manufacturing Director,Single,9936,9,0
26,Travel_Rarely,Sales,5,3,Female,Sales Representative,Single,2966,4,0
36,Travel_Frequently,Research & Development,23,2,Male,Laboratory Technician,Married,2571,5,0
39,Travel_Rarely,Research & Development,6,1,Male,Healthcare Representative,Married,9991,7,0
27,Travel_Rarely,Research & Development,4,3,Male,Manufacturing Director,Married,6142,6,0
49,Travel_Frequently,Sales,2,3,Male,Sales Executive,Married,5390,9,0
34,Travel_Rarely,Research & Development,8,3,Male,Laboratory Technician,Married,4404,4,0
45,Non-Travel,Research & Development,5,1,Male,Developer,Married,14836,8,1
45,Non-Travel,Research & Development,18,5,Male,Developer,Single,5754,13,0
25,Travel_Frequently,Research & Development,16,3,Female,Developer,Single,10724,10,1
22,Non-Travel,Research & Development,21,4,Male,Developer,Married,5051,9,1
30,Non-Travel,Research & Development,7,2,Male,Developer,Divorced,10281,14,1
36,Travel_Frequently,Research & Development,2,3,Male,Developer,Married,14034,3,0
39,Travel_Frequently,Research & Development,18,3,Male,Developer,Single,12086,13,0
30,Travel_Rarely,Research & Development,28,1,Male,Developer,Married,6864,4,0
32,Travel_Frequently,Research & Development,18,2,Female,Developer,Divorced,4620,14,0
40,Travel_Frequently,Research & Development,25,5,Female,Developer,Married,10915,8,0
